Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-82.29645929185837,0.8682756049625745,0.955103165458832,0.7814480444663171
-82.19643928785757,0.8699691489216189,0.9569660638137809,0.782972234029457
-82.09641928385678,0.8716182664957262,0.9587800931452989,0.7844564398461535
-81.99639927985598,0.8732240264570179,0.9605464291027198,0.7859016238113161
-81.89637927585517,0.874787476598488,0.9622662242583369,0.7873087289386392
-81.79635927185437,0.8763096438970154,0.963940608286717,0.7886786795073139
-81.69633926785357,0.8777915346908485,0.9655706881599334,0.7900123812217636
-81.59631926385276,0.8792341348703564,0.9671575483573921,0.7913107213833208
-81.49629925985197,0.880638410080902,0.9687022510889923,0.7925745690728119
-81.39627925585117,0.8820053059367537,0.9702058365304292,0.7938047753430784
-81.29625925185037,0.8833357482450156,0.9716693230695173,0.795002173420514
-81.19623924784958,0.8846306432386084,0.9730937075624694,0.7961675789147475
-81.09621924384876,0.8858908778173903,0.9744799655991294,0.7973017900356513
-80.99619923984797,0.887117319796555,0.9758290517762105,0.7984055878168995
-80.89617923584717,0.8883108181614984,0.9771418999776483,0.7994797363453485
-80.79615923184636,0.8894722033283882,0.978419423661227,0.8005249829955494
-80.69613922784558,0.890602287409717,0.9796625161506888,0.8015420586687454
-80.59611922384477,0.8917018644841643,0.9808720509325809,0.8025316780357479
-80.49609921984397,0.8927717108701295,0.9820488819571426,0.8034945397831166
-80.39607921584317,0.8938125854023413,0.9831938439425756,0.8044313268621072
-80.29605921184236,0.8948252297109837,0.9843077526820821,0.8053427067398853
-80.19603920784157,0.8958103685028116,0.9853914053530929,0.8062293316525304
-80.09601920384077,0.8967687098437708,0.9864455808281479,0.8070918388593937
-79.99599919983997,0.8977009454426572,0.987471039986923,0.8079308508983916
-79.89597919583917,0.8986077509353911,0.9884685260289303,0.8087469758418521
-79.79595919183836,0.8994897861695061,0.9894387647864569,0.8095408075525555
-79.69593918783757,0.9003476954884782,0.9903824650373261,0.8103129259396303
-79.59591918383677,0.9011821080155519,0.9913003188171071,0.8110638972139967
-79.49589917983596,0.9019936379367393,0.9921930017304132,0.8117942741430654
-79.39587917583516,0.9027828847826942,0.9930611732609637,0.8125045963044248
-79.29585917183437,0.903550433709187,0.9939054770801058,0.8131953903382683
-79.19583916783357,0.9042968557759213,0.9947265413535136,0.8138671701983292
-79.09581916383277,0.9050227082234618,0.9955249790458081,0.8145204374011156
-78.99579915983196,0.9057285347480516,0.9963013882228569,0.8151556812732464
-78.89577915583116,0.906414865774125,0.9970563523515376,0.8157733791967126
-78.79575915183037,0.9070822187243309,0.9977904405967641,0.8163739968518978
-78.69573914782957,0.9077310982869007,0.9985042081155908,0.8169579884582107
-78.59571914382877,0.9083619966802113,0.9991981963482326,0.8175257970121902
-78.49569913982796,0.9089753939144053,0.9998729333058459,0.8180778545229648
-78.39567913582717,0.9095717580499427,1.000528933854937,0.8186145822449484
-78.29565913182637,0.9101515454529784,1.0011666999982762,0.8191363909076805
-78.19563912782556,0.9107152010474583,1.0017867211522042,0.8196436809427124
-78.09561912382476,0.9112631585638543,1.0023894744202397,0.8201368427074689
-77.99559911982396,0.9117958407844551,1.0029754248629006,0.8206162567060096
-77.89557911582317,0.9123136597851448,1.0035450257636593,0.8210822938066303
-77.79555911182237,0.9128170171736147,1.0040987188909762,0.8215353154562532
-77.69553910782156,0.9133063043239545,1.0046369347563502,0.8219756738915591
-77.59551910382076,0.913781902607584,1.0051600928683424,0.8224037123468256
-77.49549909981997,0.914244183620487,1.0056686019825358,0.8228197652584383
-77.39547909581916,0.9146935094067261,1.0061628603473989,0.8232241584660536
-77.29545909181836,0.9151302326782138,1.0066432559460352,0.8236172094103924
-77.19543908781756,0.9155546970307248,1.0071101667337974,0.8239992273276523
-77.09541908381676,0.9159672371561463,1.007563960871761,0.8243705134405317
-76.99539907981597,0.9163681790509588,1.0080049969560547,0.824731361145863
-76.89537907581516,0.9167578402209484,1.0084336242430434,0.8250820561988536
-76.79535907181436,0.917136529882164,1.0088501828703804,0.8254228768939476
