Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-78.19563912782556,416.187054242118,457.80575966632983,374.5683488179062
-78.09561912382476,416.4374649350947,458.0812114286042,374.7937184415852
-77.99559911982396,416.6808949821434,458.3489844803578,375.01280548392907
-77.89557911582317,416.9175326975124,458.6092859672637,375.22577942776115
-77.79555911182237,417.14756161159806,458.86231777275793,375.43280545043825
-77.69553910782156,417.37116057815126,459.10827663596643,375.63404452033615
-77.59551910382076,417.5885038798099,459.3473542677909,375.8296534918289
-77.49549909981997,417.79976133194293,459.57973746513727,376.01978519874865
-77.39547909581916,418.00509838479417,459.8056082232736,376.20458854631477
-77.29545909181836,418.2046762239149,460.0251438463064,376.38420860152337
-77.19543908781756,418.39865186887954,460.23851705576755,376.5587866819916
-77.09541908381676,418.58717827028187,460.4458960973101,376.7284604432537
-76.99539907981597,418.77040440500804,460.64744484550886,376.8933639645072
-76.89537907581516,418.94847536978824,460.8433229067671,377.0536278328094
-76.79535907181436,419.1215324730319,461.03368572033514,377.2093792257287
-76.69533906781356,419.2897133249482,461.2186846574431,377.36074199245337
-76.59531906381277,419.45315192596075,461.3984671185569,377.5078367333647
-76.49529905981197,419.61197875342566,461.57317662876824,377.6507808780831
-76.39527905581116,419.7663208466606,461.7429529313267,377.78968876199457
-76.29525905181036,419.9163018902989,461.9079320793288,377.924671701269
-76.19523904780957,420.0620422959801,462.06824652557816,378.05583806638214
-76.09521904380875,420.20365928239215,462.2240252106314,378.18329335415297
-75.99519903980796,420.3412669536784,462.3753936490463,378.3071402583106
-75.89517903580716,420.4749763762291,462.52247401385205,378.4274787386062
-75.79515903180636,420.60489565387024,462.6653852192573,378.54440608848324
-75.69513902780557,420.73113000147146,462.80424300161866,378.6580170013243
-75.59511902380476,420.8537818169897,462.9391599986887,378.7684036352907
-75.49509901980396,420.97295075196814,463.07024582716497,378.8756556767713
-75.39507901580316,421.0887337805112,463.19760715856233,378.9798604024601
-75.29505901180237,421.20122526675516,463.32134779343073,379.08110274007964
